3981,1,381,144
3981,2,191,315
3981,4,285,121
3981,5,367,71
3982,1,381,144
3982,2,190,315
3982,4,285,121
3982,5,367,71
3983,1,381,144
3983,2,190,315
3983,4,285,121
3983,5,367,71
3984,1,381,143
3984,2,190,315
3984,4,285,121
3984,5,367,71
3985,1,380,143
3985,2,191,316
3985,4,285,121
3985,5,367,71
3986,1,380,143
3986,2,191,315
3986,4,285,121
3986,5,367,72
3987,1,380,143
3987,2,191,316
3987,4,285,121
3987,5,367,72
3988,1,380,143
3988,2,191,316
3988,4,285,121
3988,5,367,72
3989,1,380,143
3989,2,192,316
3989,4,285,121
3989,5,367,72
3990,1,380,143
3990,2,192,316
3990,4,285,121
3990,5,367,72
3991,1,381,143
3991,2,193,316
3991,4,285,121
3991,5,367,72
3992,1,381,144
3992,2,193,316
3992,4,285,121
3992,5,366,72
3993,1,381,143
3993,2,194,316
3993,4,285,121
3993,5,366,72
3994,1,381,144
3994,2,195,315
3994,4,285,121
3994,5,366,72
3995,1,380,144
3995,2,195,314
3995,4,285,121
3995,5,366,72
3996,1,380,144
3996,2,196,313
3996,4,285,121
3996,5,366,72
3997,1,380,144
3997,2,197,312
3997,4,285,121
3997,5,366,72
3998,1,380,144
3998,2,198,311
3998,4,285,121
3998,5,366,72
3999,1,380,144
3999,2,198,310
3999,4,285,121
3999,5,366,72
4000,1,379,144
4000,2,197,308
4000,4,285,121
4000,5,366,72
4001,1,380,144
4001,2,196,307
4001,4,286,121
4001,5,366,72
4002,1,380,144
4002,2,193,306
4002,4,286,121
4002,5,366,72
4003,1,380,143
4003,2,191,305
4003,4,286,121
4003,5,366,72
4004,1,380,143
4004,2,189,304
4004,4,286,121
4004,5,366,73
4005,1,380,144
4005,2,186,303
4005,4,286,121
4005,5,366,73
4006,1,380,144
4006,2,184,302
4006,4,286,121
4006,5,365,73
4007,1,380,144
4007,2,183,302
4007,4,287,121
4007,5,365,73
4008,1,380,144
4008,2,182,301
4008,4,287,121
4008,5,365,73
4009,1,380,144
4009,2,180,301
4009,4,287,122
4009,5,365,73
4010,1,380,144
4010,2,179,301
4010,4,287,122
4010,5,365,73
4011,1,380,144
4011,2,178,301
4011,4,287,122
4011,5,365,73
4012,1,380,144
4012,2,177,300
4012,4,288,122
4012,5,365,73
4013,1,380,144
4013,2,176,300
4013,4,288,122
4013,5,365,73
4014,1,380,144
4014,2,174,300
4014,4,289,122
4014,5,365,73
4015,1,380,143
4015,2,172,299
4015,4,294,123
4015,5,365,73
4016,1,380,143
4016,2,170,299
4016,4,299,123
4016,5,365,73
4017,1,381,143
4017,2,168,298
4017,4,305,123
4017,5,365,73
4018,1,381,144
4018,2,166,297
4018,4,310,123
4018,5,366,72
4019,1,381,144
4019,2,164,295
4019,4,314,124
4019,5,366,72
4020,1,381,144
4020,2,166,287
4020,4,316,124
4020,5,366,72
4021,1,381,144
4021,2,168,279
4021,4,317,124
4021,5,365,73
4022,1,382,143
4022,2,170,272
4022,4,317,124
4022,5,365,74
4023,1,382,143
4023,2,172,268
4023,4,317,125
4023,5,365,74
4024,1,382,143
4024,2,173,264
4024,4,318,125
4024,5,365,74
4025,1,382,143
4025,2,174,263
4025,4,318,126
4025,5,365,74
4026,1,382,143
4026,2,175,262
4026,4,317,126
4026,5,365,73
4027,1,382,143
4027,2,176,262
4027,4,317,125
4027,5,365,73
4028,1,382,143
4028,2,178,262
4028,4,313,125
4028,5,365,74
4029,1,382,143
4029,2,179,262
4029,4,308,124
4029,5,365,74
4030,1,383,144
4030,2,180,262
4030,4,304,124
4030,5,365,74
4031,1,383,144
